PaymentType,RealShippingDays,ScheduledShippingDays,Benefit,Sales,DeliveryStatus,Late_delivery_risk,ProductCategoryId,ProductCategoryName,CustomerCity,CustomerCountry,CustomerEmail,CustomerFname,CustomerId,CustomerLname,CustomerPassword,CustomerSegment,CustomerState,CustomerStreet,CustomerZipcode,DepartmentId,DepartmentName,Latitude,Longitude,Market,OrderCity,OrderCountry,OrderCustomerId,OrderTimestamp,OrderId,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,ProductPrice,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,OrderRegion,OrderState,OrderStatus,OrderZipcode,ProductCardId,ProductCategoryId,ProductDescription,ProductImage,ProductName,ProductPrice,ProductStatus,ShippingTimestamp,ShippingMode
DEBIT,3,4,10.0699997,114.3899994,Advance shipping,0,18,Men's Footwear,Chicago,EE. UU.,XXXXXXXXX,Gloria,5582,Larson,XXXXXXXXX,Corporate,IL,252 Honey Embers Canyon,60616,4,Apparel,41.88341522,-88.19973755,Pacific Asia,Gold Coast,Australia,5582,11/7/2015 10:25,21267,403,15.60000038,0.119999997,53192,129.9900055,0.090000004,1,129.9900055,114.3899994,10.0699997,Oceania,Queensland,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/10/2015 10:25,Standard Class
DEBIT,5,4,45.75999832,114.3899994,Late delivery,1,18,Men's Footwear,Methuen,EE. UU.,XXXXXXXXX,Mary,1293,Carey,XXXXXXXXX,Corporate,MA,9761 Broad Crossing,1844,4,Apparel,42.72396851,-71.18476868,Pacific Asia,Gold Coast,Australia,1293,3/30/2016 23:32,31169,403,15.60000038,0.119999997,77899,129.9900055,0.400000006,1,129.9900055,114.3899994,45.75999832,Oceania,Queensland,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,4/4/2016 23:32,Standard Class
DEBIT,3,4,38.65999985,114.3899994,Advance shipping,0,18,Men's Footwear,Philadelphia,EE. UU.,XXXXXXXXX,Louis,6855,Callahan,XXXXXXXXX,Corporate,PA,6682 Hidden Estates,19143,4,Apparel,39.94662857,-75.21822357,Pacific Asia,Lismore,Australia,6855,3/24/2016 7:25,30712,403,15.60000038,0.119999997,76714,129.9900055,0.340000004,1,129.9900055,114.3899994,38.65999985,Oceania,Nueva Gales del Sur,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,3/27/2016 7:25,Standard Class
DEBIT,3,4,54.90999985,114.3899994,Advance shipping,0,18,Men's Footwear,Mcallen,EE. UU.,XXXXXXXXX,Mary,10026,Wilson,XXXXXXXXX,Corporate,TX,2459 Round Spring Towers,78501,4,Apparel,26.20558739,-98.23548889,Pacific Asia,Newcastle,Australia,10026,2/2/2016 3:28,27207,403,15.60000038,0.119999997,68159,129.9900055,0.479999989,1,129.9900055,114.3899994,54.90999985,Oceania,Nueva Gales del Sur,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2/5/2016 3:28,Standard Class
DEBIT,3,4,-11.21000004,189.9199982,Advance shipping,0,76,Women's Clothing,Los Angeles,EE. UU.,XXXXXXXXX,Wynter,20400,Justice,XXXXXXXXX,Corporate,CA,4788 Gentle Wynd,90032,4,Apparel,34.0816536,-118.1783524,Pacific Asia,Perth,Australia,20400,1/26/2018 18:34,76847,1363,25.89999962,0.119999997,180162,215.8200073,-0.059999999,1,215.8200073,189.9199982,-11.21000004,Oceania,Australia Occidental,COMPLETE,,1363,76,,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,1/29/2018 18:34,Standard Class
DEBIT,2,4,29.73999977,114.3899994,Advance shipping,0,18,Men's Footwear,Costa Mesa,EE. UU.,XXXXXXXXX,James,6961,Mitchell,XXXXXXXXX,Corporate,CA,5292 Misty Goose Street,92627,4,Apparel,33.64226151,-117.9133224,Pacific Asia,Thane,India,6961,11/16/2015 18:17,21906,403,15.60000038,0.119999997,54788,129.9900055,0.25999999,1,129.9900055,114.3899994,29.73999977,South Asia,Maharashtra,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/18/2015 18:17,Standard Class
DEBIT,3,4,-25.73999977,114.3899994,Advance shipping,0,18,Men's Footwear,Joliet,EE. UU.,XXXXXXXXX,Mary,6956,Anderson,XXXXXXXXX,Corporate,IL,1792 Thunder Pines,60435,4,Apparel,41.55160904,-88.12562561,Pacific Asia,Bhavnagar,India,6956,11/9/2015 11:28,21407,403,15.60000038,0.119999997,53530,129.9900055,-0.230000004,1,129.9900055,114.3899994,-25.73999977,South Asia,Guyarat,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/12/2015 11:28,Standard Class
DEBIT,6,4,13.72999954,114.3899994,Late delivery,1,18,Men's Footwear,Brownsville,EE. UU.,XXXXXXXXX,Anna,10082,Smith,XXXXXXXXX,Corporate,TX,3557 Grand Expressway,78520,4,Apparel,25.90687752,-97.49913788,Pacific Asia,Mumbai,India,10082,1/1/2016 15:46,25050,403,15.60000038,0.119999997,62767,129.9900055,0.119999997,1,129.9900055,114.3899994,13.72999954,South Asia,Maharashtra,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/7/2016 15:46,Standard Class
DEBIT,4,4,29.73999977,114.3899994,Shipping on time,0,18,Men's Footwear,Fort Lauderdale,EE. UU.,XXXXXXXXX,Patricia,12038,Smith,XXXXXXXXX,Corporate,FL,3841 Dewy Subdivision,33312,4,Apparel,26.11803436,-80.18949127,Pacific Asia,Bacolod City,Filipinas,12038,12/23/2015 17:22,24438,403,15.60000038,0.119999997,61144,129.9900055,0.25999999,1,129.9900055,114.3899994,29.73999977,Southeast Asia,Visayas Occidental,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/27/2015 17:22,Standard Class
DEBIT,3,4,40.04000092,114.3899994,Advance shipping,0,18,Men's Footwear,Silver Spring,EE. UU.,XXXXXXXXX,Mary,1839,Soto,XXXXXXXXX,Corporate,MD,3169 Little Subdivision,20904,4,Apparel,39.04636002,-76.98272705,Pacific Asia,Angeles City,Filipinas,1839,12/14/2015 12:18,23807,403,15.60000038,0.119999997,59572,129.9900055,0.349999994,1,129.9900055,114.3899994,40.04000092,Southeast Asia,Luz�n Central,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/17/2015 12:18,Standard Class
DEBIT,5,4,-76.30000305,114.3899994,Late delivery,1,18,Men's Footwear,Pawtucket,EE. UU.,XXXXXXXXX,Mary,10155,French,XXXXXXXXX,Corporate,RI,4135 Broad Blossom Crossing,2860,4,Apparel,41.86906815,-71.39208221,Pacific Asia,Yakarta,Indonesia,10155,11/8/2015 15:09,21349,403,15.60000038,0.119999997,53387,129.9900055,-0.670000017,1,129.9900055,114.3899994,-76.30000305,Southeast Asia,Yakarta,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/13/2015 15:09,Standard Class
DEBIT,5,4,54.90999985,114.3899994,Late delivery,1,18,Men's Footwear,Columbia,EE. UU.,XXXXXXXXX,Mary,1098,Cunningham,XXXXXXXXX,Corporate,TN,5553 Gentle Link,38401,4,Apparel,35.68884659,-86.81004334,Pacific Asia,Yakarta,Indonesia,1098,11/21/2015 9:42,22224,403,15.60000038,0.119999997,55638,129.9900055,0.479999989,1,129.9900055,114.3899994,54.90999985,Southeast Asia,Yakarta,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/26/2015 9:42,Standard Class
DEBIT,2,4,5.28000021,52.79000092,Advance shipping,0,17,Cleats,Colorado Springs,EE. UU.,XXXXXXXXX,Karen,3172,Boyle,XXXXXXXXX,Corporate,CO,3339 Noble Dale,80918,4,Apparel,38.90581513,-104.7751541,Pacific Asia,Corlu,Turqu�a,3172,12/28/2016 0:54,49806,365,7.199999809,0.119999997,124509,59.99000168,0.100000001,1,59.99000168,52.79000092,5.28000021,West Asia,Tekirdag,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,12/30/2016 0:54,Standard Class
DEBIT,5,4,-183.0299988,114.3899994,Late delivery,1,18,Men's Footwear,Alhambra,EE. UU.,XXXXXXXXX,Mary,5536,Smith,XXXXXXXXX,Corporate,CA,7596 Quaking Quay,91801,4,Apparel,33.72333527,-117.9960556,Pacific Asia,Jeddah,Arabia Saud�,5536,11/17/2016 17:15,47044,403,15.60000038,0.119999997,117582,129.9900055,-1.600000024,1,129.9900055,114.3899994,-183.0299988,West Asia,Meca,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/22/2016 17:15,Standard Class
DEBIT,2,4,-171.5899963,114.3899994,Advance shipping,0,18,Men's Footwear,Bakersfield,EE. UU.,XXXXXXXXX,Mary,11372,Clark,XXXXXXXXX,Corporate,CA,3944 Hidden Round,93304,4,Apparel,35.3078804,-119.2523956,Pacific Asia,Bagdad,Irak,11372,8/31/2016 8:36,41676,403,15.60000038,0.119999997,104041,129.9900055,-1.5,1,129.9900055,114.3899994,-171.5899963,West Asia,Bagdad,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,9/2/2016 8:36,Standard Class
DEBIT,4,4,29.73999977,114.3899994,Shipping on time,0,18,Men's Footwear,Quincy,EE. UU.,XXXXXXXXX,Virginia,4005,Dyer,XXXXXXXXX,Corporate,MA,8426 Umber Gardens,2169,4,Apparel,42.23906326,-71.00604248,Pacific Asia,K'ut'aisi,Georgia,4005,12/25/2016 0:02,49598,403,15.60000038,0.119999997,123961,129.9900055,0.25999999,1,129.9900055,114.3899994,29.73999977,West Asia,Imericia,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/29/2016 0:02,Standard Class
DEBIT,6,4,29.39999962,113.0899963,Late delivery,1,18,Men's Footwear,San Antonio,EE. UU.,XXXXXXXXX,Mary,11632,Smith,XXXXXXXXX,Corporate,TX,7864 Lazy Deer Jetty,78227,4,Apparel,29.38037109,-98.6422348,Pacific Asia,Temirtau,Kazajist�n,11632,9/6/2016 23:39,42130,403,16.89999962,0.129999995,105189,129.9900055,0.25999999,1,129.9900055,113.0899963,29.39999962,Central Asia,Karagand�,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,9/12/2016 23:39,Standard Class
DEBIT,2,4,14.09000015,52.18999863,Advance shipping,0,17,Cleats,Pittsfield,EE. UU.,XXXXXXXXX,Mary,10891,Smith,XXXXXXXXX,Corporate,MA,5463 Heather Abbey,1201,4,Apparel,42.45111084,-73.25260162,Pacific Asia,Hirakata,Jap�n,10891,1/16/2016 1:13,26036,365,7.800000191,0.129999995,65158,59.99000168,0.270000011,1,59.99000168,52.18999863,14.09000015,Eastern Asia,Osaka,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,1/18/2016 1:13,Standard Class
DEBIT,2,4,-4.860000134,113.0899963,Advance shipping,0,18,Men's Footwear,Westminster,EE. UU.,XXXXXXXXX,Mary,11924,Ramos,XXXXXXXXX,Corporate,CA,4463 Cotton Quail Forest,92683,4,Apparel,33.75820923,-118.0019073,Pacific Asia,Xinzhou,China,11924,3/10/2016 4:59,29746,403,16.89999962,0.129999995,74422,129.9900055,-0.039999999,1,129.9900055,113.0899963,-4.860000134,Eastern Asia,Hubei,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,3/12/2016 4:59,Standard Class
DEBIT,3,4,49.75999832,113.0899963,Advance shipping,0,18,Men's Footwear,Chino,EE. UU.,XXXXXXXXX,Mary,4813,Smith,XXXXXXXXX,Corporate,CA,3510 Dusty Zephyr Range,91710,4,Apparel,34.01161575,-117.7281189,Pacific Asia,Neijiang,China,4813,2/5/2016 19:03,27457,403,16.89999962,0.129999995,68738,129.9900055,0.439999998,1,129.9900055,113.0899963,49.75999832,Eastern Asia,Sichuan,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2/8/2016 19:03,Standard Class
DEBIT,5,4,54.27999878,113.0899963,Late delivery,1,18,Men's Footwear,Chicago,EE. UU.,XXXXXXXXX,Shirley,11801,Smith,XXXXXXXXX,Corporate,IL,4543 Cinder Link,60640,4,Apparel,41.89509964,-87.73982239,Pacific Asia,Shanwei,China,11801,11/8/2015 1:08,21309,403,16.89999962,0.129999995,53288,129.9900055,0.479999989,1,129.9900055,113.0899963,54.27999878,Eastern Asia,Guangdong,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/13/2015 1:08,Standard Class
DEBIT,3,4,29.39999962,113.0899963,Advance shipping,0,18,Men's Footwear,Bronx,EE. UU.,XXXXXXXXX,Mary,6156,Hernandez,XXXXXXXXX,Corporate,NY,5918 Golden Beacon Freeway,10461,4,Apparel,40.84625626,-73.84725189,Pacific Asia,Pek�n,China,6156,12/6/2015 15:06,23267,403,16.89999962,0.129999995,58260,129.9900055,0.25999999,1,129.9900055,113.0899963,29.39999962,Eastern Asia,Pek�n,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/9/2015 15:06,Standard Class
DEBIT,2,4,5.21999979,52.18999863,Advance shipping,0,17,Cleats,Marion,EE. UU.,XXXXXXXXX,Mary,1763,Huffman,XXXXXXXXX,Corporate,OH,5652 Merry Gate Pathway,43302,4,Apparel,40.7018013,-83.07437134,Pacific Asia,Melbourne,Australia,1763,12/13/2015 0:55,23706,365,7.800000191,0.129999995,59305,59.99000168,0.100000001,1,59.99000168,52.18999863,5.21999979,Oceania,Victoria,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,12/15/2015 0:55,Standard Class
DEBIT,5,4,41.04999924,113.0899963,Late delivery,1,18,Men's Footwear,North Hills,EE. UU.,XXXXXXXXX,Mary,6721,Poole,XXXXXXXXX,Corporate,CA,8610 Sunny Rise Wynd,91343,4,Apparel,34.23563004,-118.4847031,Pacific Asia,Adelaide,Australia,6721,2/9/2016 18:21,27729,403,16.89999962,0.129999995,69428,129.9900055,0.360000014,1,129.9900055,113.0899963,41.04999924,Oceania,Australia del Sur,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,2/14/2016 18:21,Standard Class
DEBIT,5,4,29.73999977,113.0899963,Late delivery,1,18,Men's Footwear,Chicago,EE. UU.,XXXXXXXXX,Roy,12205,Smith,XXXXXXXXX,Corporate,IL,1832 Indian Branch Beach,60617,4,Apparel,41.89603806,-87.67301941,Pacific Asia,Mandurah,Australia,12205,3/21/2016 11:48,30519,403,16.89999962,0.129999995,76292,129.9900055,0.25999999,1,129.9900055,113.0899963,29.73999977,Oceania,Australia Occidental,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,3/26/2016 11:48,Standard Class
DEBIT,3,4,-28.27000046,113.0899963,Advance shipping,0,18,Men's Footwear,Chicago,EE. UU.,XXXXXXXXX,Gloria,5582,Larson,XXXXXXXXX,Corporate,IL,252 Honey Embers Canyon,60616,4,Apparel,41.88341522,-88.19973755,Pacific Asia,Gold Coast,Australia,5582,11/7/2015 10:25,21267,403,16.89999962,0.129999995,53190,129.9900055,-0.25,1,129.9900055,113.0899963,-28.27000046,Oceania,Queensland,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/10/2015 10:25,Standard Class
DEBIT,4,4,-149.8500061,113.0899963,Shipping on time,0,18,Men's Footwear,Salina,EE. UU.,XXXXXXXXX,Stephen,10790,Smith,XXXXXXXXX,Corporate,KS,3567 Heather Knoll,67401,4,Apparel,38.77223587,-97.61299133,Pacific Asia,Waitakere,Nueva Zelanda,10790,3/23/2016 12:30,30658,403,16.89999962,0.129999995,76585,129.9900055,-1.330000043,1,129.9900055,113.0899963,-149.8500061,Oceania,Auckland,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,3/27/2016 12:30,Standard Class
DEBIT,4,4,29.39999962,113.0899963,Shipping on time,0,18,Men's Footwear,Hyattsville,EE. UU.,XXXXXXXXX,Donald,11922,Taylor,XXXXXXXXX,Corporate,MD,1108 Lost Campus,20783,4,Apparel,38.97014999,-76.9909668,Pacific Asia,Wollongong,Australia,11922,3/18/2016 15:08,30323,403,16.89999962,0.129999995,75794,129.9900055,0.25999999,1,129.9900055,113.0899963,29.39999962,Oceania,Nueva Gales del Sur,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,3/22/2016 15:08,Standard Class
DEBIT,3,4,-90.47000122,113.0899963,Advance shipping,0,18,Men's Footwear,Philadelphia,EE. UU.,XXXXXXXXX,Louis,6855,Callahan,XXXXXXXXX,Corporate,PA,6682 Hidden Estates,19143,4,Apparel,39.94662857,-75.21822357,Pacific Asia,Lismore,Australia,6855,3/24/2016 7:25,30712,403,16.89999962,0.129999995,76713,129.9900055,-0.800000012,1,129.9900055,113.0899963,-90.47000122,Oceania,Nueva Gales del Sur,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,3/27/2016 7:25,Standard Class
DEBIT,5,4,38.22000122,113.0899963,Late delivery,1,18,Men's Footwear,North Richland Hills,EE. UU.,XXXXXXXXX,Barbara,10438,Johnston,XXXXXXXXX,Corporate,TX,872 Bright Leaf Vista,76180,4,Apparel,32.84292221,-97.22615814,Pacific Asia,Newcastle,Australia,10438,3/14/2016 13:24,30044,403,16.89999962,0.129999995,75113,129.9900055,0.340000004,1,129.9900055,113.0899963,38.22000122,Oceania,Nueva Gales del Sur,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,3/19/2016 13:24,Standard Class
DEBIT,5,4,16.70000076,51.40000153,Late delivery,1,60,Baby ,Spring Valley,EE. UU.,XXXXXXXXX,Jacqueline,17747,Bauer,XXXXXXXXX,Corporate,NY,3238 Pleasant Leaf Thicket,10977,4,Apparel,42.33480835,-74.93064117,Pacific Asia,Mangalore,India,17747,12/19/2017 1:06,74194,1347,7.679999828,0.129999995,177509,59.08000183,0.330000013,1,59.08000183,51.40000153,16.70000076,South Asia,Karnataka,COMPLETE,,1347,60,,http://images.acmesports.sports/Baby+sweater,Baby sweater,59.08000183,0,12/24/2017 1:06,Standard Class
DEBIT,4,4,-262.8699951,183.4400024,Shipping on time,0,70,Men's Clothing,Fort Lauderdale,EE. UU.,XXXXXXXXX,Martina,16011,Bridges,XXXXXXXXX,Corporate,FL,214 Lost Apple Close,33312,4,Apparel,26.11927223,-80.18818665,Pacific Asia,Kathmandu,Nepal,16011,11/23/2017 16:54,72458,1357,27.40999985,0.129999995,175773,210.8500061,-1.429999948,1,210.8500061,183.4400024,-262.8699951,South Asia,Central,COMPLETE,,1357,70,,http://images.acmesports.sports/Men+gala+suit,Men's gala suit,210.8500061,0,11/27/2017 16:54,Standard Class
DEBIT,6,4,53.15000153,113.0899963,Late delivery,1,18,Men's Footwear,Brownsville,EE. UU.,XXXXXXXXX,Anna,10082,Smith,XXXXXXXXX,Corporate,TX,3557 Grand Expressway,78520,4,Apparel,25.90687752,-97.49913788,Pacific Asia,Mumbai,India,10082,1/1/2016 15:46,25050,403,16.89999962,0.129999995,62766,129.9900055,0.469999999,1,129.9900055,113.0899963,53.15000153,South Asia,Maharashtra,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,1/7/2016 15:46,Standard Class
DEBIT,2,4,-201.9400024,310.6799927,Advance shipping,0,63,Children's Clothing,Chicago,EE. UU.,XXXXXXXXX,Delilah,18004,Church,XXXXXXXXX,Corporate,IL,7829 Easy Estates,60643,4,Apparel,41.52561569,-88.40119934,Pacific Asia,Kendari,Indonesia,18004,12/22/2017 19:09,74451,1350,46.41999817,0.129999995,177766,357.1000061,-0.649999976,1,357.1000061,310.6799927,-201.9400024,Southeast Asia,C�lebes Suroriental,COMPLETE,,1350,63,,http://images.acmesports.sports/Children+heaters,Children's heaters,357.1000061,0,12/24/2017 19:09,Standard Class
DEBIT,3,4,24.53000069,52.18999863,Advance shipping,0,17,Cleats,Lawrence,EE. UU.,XXXXXXXXX,Megan,8,Smith,XXXXXXXXX,Corporate,MA,3047 Foggy Forest Plaza,1841,4,Apparel,34.02827454,-118.2391357,Pacific Asia,Probolinggo,Indonesia,8,11/22/2015 11:16,22297,365,7.800000191,0.129999995,55831,59.99000168,0.469999999,1,59.99000168,52.18999863,24.53000069,Southeast Asia,Java Oriental,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,11/25/2015 11:16,Standard Class
DEBIT,3,4,55.40999985,113.0899963,Advance shipping,0,18,Men's Footwear,Fremont,EE. UU.,XXXXXXXXX,Steven,3275,Williams,XXXXXXXXX,Corporate,CA,7383 Broad Parkway,94539,4,Apparel,37.49027634,-121.9271088,Pacific Asia,Ho Chi Minh City,Vietnam,3275,12/25/2015 9:18,24552,403,16.89999962,0.129999995,61470,129.9900055,0.49000001,1,129.9900055,113.0899963,55.40999985,Southeast Asia,Ciudad Ho Chi Minh,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/28/2015 9:18,Standard Class
DEBIT,2,4,1.039999962,52.18999863,Advance shipping,0,17,Cleats,Cleveland,EE. UU.,XXXXXXXXX,Jonathan,9023,Schmidt,XXXXXXXXX,Corporate,OH,4571 Rustic Highlands,44130,4,Apparel,41.23169327,-81.84801483,Pacific Asia,Riyadh,Arabia Saud�,9023,10/14/2016 14:09,44706,365,7.800000191,0.129999995,111642,59.99000168,0.02,1,59.99000168,52.18999863,1.039999962,West Asia,Riad,COMPLETE,,365,17,,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,10/16/2016 14:09,Standard Class
DEBIT,6,4,21.48999977,113.0899963,Late delivery,1,18,Men's Footwear,Ontario,EE. UU.,XXXXXXXXX,Mary,8643,Valenzuela,XXXXXXXXX,Corporate,CA,8399 Cotton Crossing,91761,4,Apparel,34.03303146,-117.6386414,Pacific Asia,Estambul,Turqu�a,8643,12/15/2016 13:00,48950,403,16.89999962,0.129999995,122400,129.9900055,0.189999998,1,129.9900055,113.0899963,21.48999977,West Asia,Estambul,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/21/2016 13:00,Standard Class
DEBIT,6,4,-82.90000153,113.0899963,Late delivery,1,18,Men's Footwear,West Covina,EE. UU.,XXXXXXXXX,Kimberly,11797,Smith,XXXXXXXXX,Corporate,CA,9739 Round Spring Expressway,91790,4,Apparel,34.06787491,-117.9273758,Pacific Asia,Estambul,Turqu�a,11797,11/25/2016 20:02,47600,403,16.89999962,0.129999995,119010,129.9900055,-0.730000019,1,129.9900055,113.0899963,-82.90000153,West Asia,Estambul,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,12/1/2016 20:02,Standard Class
DEBIT,5,4,41.04999924,113.0899963,Late delivery,1,18,Men's Footwear,Alhambra,EE. UU.,XXXXXXXXX,Mary,5536,Smith,XXXXXXXXX,Corporate,CA,7596 Quaking Quay,91801,4,Apparel,33.72333527,-117.9960556,Pacific Asia,Jeddah,Arabia Saud�,5536,11/17/2016 17:15,47044,403,16.89999962,0.129999995,117580,129.9900055,0.360000014,1,129.9900055,113.0899963,41.04999924,West Asia,Meca,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,11/22/2016 17:15,Standard Class
DEBIT,3,4,-169.6399994,113.0899963,Advance shipping,0,18,Men's Footwear,Oceanside,EE. UU.,XXXXXXXXX,Eugene,4062,Smith,XXXXXXXXX,Corporate,CA,4609 High Townline,92057,4,Apparel,33.21295548,-117.2749176,Pacific Asia,Estambul,Turqu�a,4062,9/23/2016 10:30,43257,403,16.89999962,0.129999995,108061,129.9900055,-1.5,1,129.9900055,113.0899963,-169.6399994,West Asia,Estambul,COMPLETE,,403,18,,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,9/26/2016 10:30,Standard Class
